danceability,energy,valence
0.734,0.544,0.669
0.777,0.966,0.118
0.683,0.71,0.931
0.487,0.587,0.841
0.575,0.843,0.858
0.371,0.526,0.682
0.904,0.655,0.83
0.587,0.321,0.455
0.609,0.843,0.625
0.325,0.333,0.114
0.527,0.898,0.51
0.791,0.904,0.627
0.507,0.436,0.658
0.479,0.581,0.324
0.184,0.219,0.21
0.562,0.653,0.285
0.752,0.514,0.52
0.337,0.399,0.208
0.751,0.901,0.973
0.721,0.416,0.84
0.847,0.801,0.841
0.182,0.815,0.342
0.514,0.818,0.275
0.685,0.46,0.823
0.494,0.161,0.34
0.335,0.198,0.154
0.486,0.694,0.381
0.259,0.278,0.234
0.541,0.756,0.568
0.167,0.883,0.31
0.655,0.553,0.531
0.708,0.729,0.435
0.298,0.483,0.0642
0.756,0.264,0.388
0.731,0.776,0.931
0.677,0.00709,0.691
0.292,0.456,0.511
0.645,0.779,0.191
0.505,0.145,0.346
0.72,0.0985,0.51
0.49,0.687,0.416
0.809,0.788,0.745
0.724,0.275,0.653
0.798,0.751,0.469
0.817,0.84,0.89
0.741,0.651,0.227
0.557,0.0921,0.336
0.592,0.489,0.246
0.685,0.404,0.473
0.768,0.864,0.891
0.611,0.563,0.0938
0.21,0.00405,0.0337
0.941,0.828,0.961
0.793,0.907,0.535
0.883,0.896,0.748
0.437,0.857,0.552
0.587,0.68,0.522
0.642,0.848,0.7
0.795,0.543,0.857
0.667,0.553,0.483
0.508,0.826,0.404
0.792,0.763,0.399
0.517,0.893,0.248
0.474,0.66,0.17
0.616,0.679,0.806
0.753,0.845,0.214
0.559,0.23,0.461
0.805,0.928,0.313
0.591,0.516,0.226
0.582,0.912,0.23
0.835,0.547,0.759
0.754,0.698,0.888
0.53,0.981,0.427
0.757,0.81,0.559
0.269,0.299,0.102
0.459,0.957,0.536
0.706,0.685,0.444
0.902,0.388,0.646
0.64,0.838,0.657
0.635,0.325,0.224
0.668,0.727,0.675
0.621,0.547,0.619
0.432,0.563,0.397
0.46,0.525,0.71
0.774,0.559,0.63
0.635,0.422,0.155
0.658,0.648,0.409
0.484,0.407,0.678
0.683,0.6,0.807
0.693,0.648,0.364
0.303,0.00382,0.0705
0.523,0.523,0.285
0.258,0.082,0.0788
0.527,0.493,0.67
0.587,0.237,0.491
0.585,0.576,0.612
0.578,0.525,0.362
0.832,0.847,0.204
0.236,0.847,0.376
0.647,0.594,0.81
0.569,0.815,0.329
0.566,0.624,0.245
0.817,0.728,0.874
0.635,0.475,0.489
0.728,0.794,0.494
0.521,0.561,0.296
0.763,0.728,0.798
0.503,0.361,0.333
0.53,0.305,0.221
0.507,0.417,0.461
0.827,0.753,0.747
0.181,0.0993,0.032
0.557,0.785,0.497
0.592,0.454,0.354
0.294,0.611,0.567
0.66,0.296,0.286
0.55,0.996,0.718
0.722,0.71,0.715
0.709,0.747,0.824
0.871,0.528,0.835
0.21,0.351,0.152
0.741,0.642,0.966
0.525,0.788,0.675
0.788,0.47,0.722
0.545,0.968,0.841
0.742,0.664,0.967
0.658,0.702,0.654
0.671,0.644,0.659
0.702,0.678,0.433
0.748,0.681,0.469
0.736,0.722,0.448
0.741,0.642,0.966
0.735,0.529,0.963
0.788,0.47,0.722
0.681,0.534,0.343
0.742,0.664,0.967
0.421,0.133,0.428
0.877,0.407,0.443
0.639,0.496,0.467
0.848,0.525,0.703
0.707,0.693,0.773
0.744,0.382,0.597
0.639,0.69,0.579
0.778,0.282,0.451
0.0842,0.176,0.0392
0.829,0.562,0.155
0.85,0.521,0.624
0.592,0.872,0.308
0.601,0.897,0.66
0.63,0.695,0.696
0.455,0.849,0.533
0.773,0.963,0.378
0.853,0.704,0.657
0.71,0.978,0.66
0.715,0.457,0.853
0.505,0.429,0.085
0.486,0.903,0.943
0.754,0.961,0.87
0.542,0.567,0.871
0.673,0.476,0.95
0.676,0.746,0.705
0.627,0.5,0.195
0.484,0.905,0.767
0.825,0.53,0.377
0.58,0.925,0.526
0.808,0.835,0.379
0.622,0.189,0.283
0.838,0.456,0.767
0.585,0.213,0.321
0.755,0.807,0.802
0.119,0.00363,0.0367
0.837,0.556,0.762
0.509,0.952,0.7
0.791,0.798,0.183
0.459,0.562,0.0733
0.467,0.317,0.373
0.658,0.457,0.31
0.909,0.0834,0.33
0.601,0.623,0.243
0.653,0.296,0.176
0.621,0.204,0.22
0.797,0.403,0.557
0.666,0.736,0.565
0.744,0.454,0.627
0.543,0.378,0.961
0.858,0.455,0.504
0.72,0.841,0.62
0.753,0.597,0.821
0.544,0.301,0.226
0.646,0.796,0.619
0.731,0.427,0.507
0.799,0.973,0.916
0.799,0.496,0.733
0.877,0.902,0.368
0.585,0.702,0.51
0.733,0.817,0.406
0.358,0.4,0.311
0.704,0.774,0.571
0.775,0.51,0.415
0.85,0.693,0.888
0.497,0.0646,0.129
0.692,0.669,0.884
0.691,0.61,0.363
0.871,0.829,0.484
0.405,0.329,0.168
0.726,0.476,0.542
0.742,0.649,0.903
0.665,0.926,0.128
0.693,0.823,0.611
0.817,0.511,0.864
0.549,0.913,0.669
0.713,0.378,0.641
0.63,0.855,0.57
0.796,0.662,0.462
0.769,0.681,0.723
0.77,0.683,0.0971
0.664,0.533,0.376
0.708,0.849,0.452
0.725,0.8,0.471
0.574,0.182,0.33
0.673,0.7,0.598
0.693,0.826,0.361
0.51,0.622,0.387
0.544,0.407,0.49
0.761,0.839,0.416
0.792,0.866,0.186
0.593,0.349,0.218
0.671,0.589,0.714
0.657,0.513,0.56
0.677,0.46,0.747
0.378,0.368,0.157
0.65,0.912,0.546
0.484,0.469,0.307
0.756,0.47,0.616
0.748,0.457,0.957
0.508,0.573,0.409
0.409,0.68,0.3
0.648,0.953,0.97
0.173,0.479,0.127
0.85,0.893,0.811
0.128,0.133,0.0397
0.635,0.639,0.518
0.651,0.814,0.924
0.532,0.643,0.208
0.698,0.618,0.37
0.716,0.773,0.916
0.0703,0.0789,0.0313
0.61,0.611,0.578
0.633,0.143,0.382
0.36,0.113,0.202
0.743,0.779,0.665
0.519,0.841,0.775
0.78,0.925,0.564
0.431,0.604,0.345
0.593,0.947,0.418
0.832,0.758,0.863
0.687,0.456,0.356
0.471,0.878,0.502
0.148,0.04,0.0343
0.447,0.879,0.847
0.444,0.48,0.335
0.208,0.0707,0.0854
0.951,0.726,0.743
0.589,0.279,0.212
0.23,0.95,0.302
0.316,0.000182,0.114
0.788,0.855,0.923
0.69,0.812,0.251
0.579,0.503,0.456
0.565,0.878,0.451
0.786,0.435,0.644
0.871,0.795,0.887
0.794,0.756,0.919
0.567,0.666,0.328
0.653,0.703,0.778
0.395,0.654,0.296
0.256,0.333,0.307
0.157,0.0374,0.0762
0.792,0.793,0.864
0.81,0.649,0.952
0.342,0.865,0.52
0.535,0.528,0.41
0.174,0.00291,0.0328
0.301,0.436,0.122
0.242,0.791,0.314
0.667,0.921,0.378
0.494,0.934,0.811
0.128,0.00892,0.0475
0.577,0.906,0.55
0.586,0.965,0.855
0.477,0.499,0.439
0.381,0.964,0.308
0.672,0.63,0.936
0.55,0.815,0.771
0.675,0.914,0.826
0.324,0.0667,0.128
0.514,0.887,0.392
0.591,0.213,0.547
0.56,0.451,0.538
0.612,0.461,0.232
0.37,0.276,0.0641
0.106,0.0208,0.0344
0.413,0.805,0.459
0.629,0.903,0.829
0.891,0.467,0.966
0.912,0.741,0.973
0.381,0.151,0.239
0.447,0.857,0.582
0.748,0.857,0.714
0.578,0.629,0.328
0.569,0.593,0.583
0.934,0.64,0.853
0.492,0.901,0.104
0.449,0.639,0.415
0.454,0.825,0.963
0.532,0.492,0.499
0.677,0.623,0.105
0.586,0.862,0.736
0.796,0.6,0.539
0.484,0.553,0.968
0.901,0.774,0.891
0.643,0.878,0.613
0.835,0.784,0.741
0.861,0.661,0.974
0.781,0.659,0.902
0.487,0.722,0.263
0.933,0.534,0.716
0.239,0.265,0.0531
0.394,0.873,0.25
0.289,0.662,0.479
0.55,0.898,0.695
0.742,0.61,0.554
0.807,0.861,0.876
0.188,0.41,0.046
0.11,0.173,0.0518
0.18,0.949,0.226
0.223,0.885,0.143
0.402,0.439,0.329
0.882,0.541,0.709
0.696,0.96,0.861
0.647,0.492,0.83
0.439,0.947,0.671
0.667,0.493,0.252
0.152,0.0365,0.037
0.792,0.532,0.595
0.292,0.902,0.27
0.539,0.541,0.857
0.515,0.86,0.255
0.239,0.731,0.355
0.515,0.865,0.357
0.696,0.328,0.395
0.664,0.847,0.964
0.7,0.6,0.91
0.683,0.813,0.961
0.762,0.621,0.714
0.54,0.889,0.72
0.649,0.551,0.882
0.487,0.584,0.738
0.567,0.252,0.0749
0.51,0.859,0.252
0.768,0.76,0.714
0.407,0.649,0.197
0.574,0.946,0.631
0.505,0.948,0.594
0.247,0.969,0.51
0.637,0.438,0.145
0.545,0.812,0.809
0.593,0.68,0.708
0.769,0.452,0.786
0.501,0.789,0.238
0.672,0.717,0.758
0.672,0.974,0.296
0.451,0.221,0.156
0.254,0.392,0.0673
0.541,0.833,0.84
0.674,0.658,0.677
0.474,0.716,0.42
0.717,0.299,0.423
0.633,0.574,0.522
0.526,0.195,0.112
0.395,0.539,0.147
0.697,0.64,0.626
0.598,0.86,0.283
0.396,0.276,0.454
0.292,0.0223,0.0388
0.566,0.552,0.508
0.818,0.635,0.907
0.499,0.384,0.488
0.708,0.844,0.565
0.467,0.904,0.144
0.497,0.372,0.29
0.515,0.844,0.931
0.524,0.0528,0.288
0.738,0.772,0.956
0.56,0.804,0.538
0.64,0.947,0.695
0.225,0.356,0.0631
0.481,0.73,0.606
0.689,0.836,0.699
0.839,0.878,0.849
0.718,0.733,0.958
0.335,0.0464,0.0378
0.57,0.711,0.649
0.695,0.218,0.8
0.196,0.214,0.0768
0.783,0.516,0.741
0.604,0.398,0.267
0.226,0.392,0.335
0.49,0.41,0.68
0.573,0.828,0.446
0.251,0.981,0.275
0.581,0.869,0.348
0.74,0.845,0.749
0.0911,0.286,0.0515
0.242,0.285,0.0524
0.536,0.709,0.899
0.588,0.866,0.645
0.45,0.597,0.688
0.73,0.7,0.961
0.492,0.443,0.397
0.691,0.795,0.64
0.716,0.753,0.561
0.559,0.528,0.694
0.767,0.883,0.825
0.199,0.00834,0.0411
0.841,0.645,0.608
0.816,0.541,0.482
0.613,0.733,0.863
0.656,0.879,0.823
0.574,0.981,0.55
0.607,0.213,0.413
0.377,0.904,0.595
0.78,0.388,0.818
0.473,0.958,0.242
0.661,0.422,0.428
0.806,0.847,0.832
0.571,0.552,0.621
0.404,0.6,0.386
0.656,0.978,0.749
0.607,0.734,0.569
0.302,0.919,0.499
0.718,0.719,0.725
0.781,0.898,0.931
0.197,0.0898,0.037
0.805,0.775,0.912
0.573,0.856,0.515
0.508,0.92,0.301
0.76,0.67,0.145
0.709,0.565,0.571
0.566,0.832,0.86
0.584,0.435,0.399
0.799,0.718,0.647
0.228,0.224,0.18
0.64,0.768,0.531
0.2,0.923,0.24
0.648,0.571,0.84
0.337,0.483,0.128
0.568,0.607,0.405
0.639,0.977,0.4
0.81,0.504,0.532
0.675,0.52,0.701
0.376,0.722,0.411
0.606,0.899,0.379
0.604,0.552,0.757
0.484,0.925,0.66
0.619,0.4,0.445
0.553,0.894,0.516
0.573,0.922,0.503
0.863,0.412,0.805
0.623,0.138,0.434
0.547,0.878,0.305
0.452,0.817,0.867
0.54,0.778,0.448
0.711,0.454,0.782
0.567,0.388,0.965
0.424,0.423,0.25
0.546,0.307,0.343
0.604,0.966,0.597
0.488,0.995,0.679
0.59,0.793,0.678
0.434,0.904,0.673
0.617,0.79,0.267
0.493,0.123,0.273
0.395,0.0997,0.0312
0.631,0.758,0.669
0.168,0.0613,0.0399
0.65,0.845,0.61
0.478,0.788,0.291
0.567,0.826,0.726
0.5,0.303,0.606
0.669,0.677,0.966
0.458,0.69,0.789
0.483,0.978,0.563
0.0881,0.116,0.115
0.597,0.918,0.501
0.382,0.907,0.346
0.175,0.399,0.069
0.672,0.84,0.768
0.603,0.92,0.639
0.604,0.507,0.562
0.527,0.782,0.961
0.767,0.541,0.516
0.653,0.933,0.881
0.227,0.0876,0.0375
0.415,0.572,0.33
0.636,0.854,0.824
0.494,0.534,0.548
0.534,0.966,0.171
0.572,0.468,0.886
0.508,0.763,0.673
0.289,0.37,0.395
0.77,0.5,0.256
0.414,0.928,0.475
0.625,0.196,0.318
0.653,0.637,0.779
0.437,0.976,0.61
0.296,0.471,0.0361
0.632,0.276,0.237
0.956,0.642,0.962
0.677,0.947,0.969
0.703,0.845,0.686
0.618,0.521,0.437
0.298,0.713,0.48
0.662,0.784,0.466
0.403,0.963,0.323
0.745,0.839,0.666
0.923,0.623,0.517
0.296,0.232,0.393
0.399,0.975,0.319
0.765,0.512,0.497
0.487,0.519,0.154
0.74,0.959,0.878
0.29,0.955,0.237
0.493,0.659,0.413
0.637,0.794,0.495
0.583,0.614,0.482
0.199,0.0514,0.0522
0.301,0.571,0.0412
0.466,0.678,0.302
0.696,0.484,0.598
0.585,0.632,0.43
0.39,0.0432,0.326
0.621,0.43,0.938
0.543,0.275,0.222
0.369,0.00372,0.064
0.333,0.527,0.683
0.555,0.865,0.837
0.874,0.59,0.608
0.819,0.615,0.963
0.366,0.832,0.356
0.674,0.59,0.58
0.24,0.154,0.133
0.518,0.951,0.537
0.819,0.845,0.611
0.504,0.939,0.402
0.556,0.628,0.297
0.885,0.304,0.516
0.546,0.852,0.831
0.294,0.913,0.229
0.594,0.512,0.52
0.183,0.956,0.275
0.584,0.577,0.126
0.636,0.906,0.973
0.759,0.552,0.436
0.497,0.136,0.236
0.58,0.929,0.884
0.509,0.929,0.556
0.259,0.532,0.124
0.418,0.798,0.151
0.634,0.892,0.679
0.549,0.728,0.253
0.686,0.631,0.65
0.706,0.492,0.586
0.607,0.388,0.564
0.632,0.397,0.731
0.76,0.554,0.793
0.527,0.938,0.68
0.802,0.325,0.73
0.841,0.673,0.773
0.658,0.963,0.793
0.618,0.707,0.434
0.672,0.455,0.655
0.718,0.798,0.816
0.792,0.797,0.491
0.636,0.275,0.322
0.598,0.463,0.554
0.411,0.165,0.34
0.431,0.947,0.422
0.75,0.863,0.551
0.764,0.622,0.671
0.425,0.193,0.387
0.854,0.61,0.376
0.331,0.706,0.414
0.711,0.544,0.714
0.344,0.776,0.316
0.902,0.772,0.808
0.559,0.84,0.77
0.291,0.259,0.141
0.577,0.749,0.255
0.738,0.64,0.793
0.705,0.762,0.769
0.619,0.865,0.701
0.394,0.853,0.326
0.581,0.834,0.517
0.606,0.94,0.31
0.626,0.356,0.31
0.806,0.827,0.815
0.34,0.925,0.879
0.536,0.368,0.0949
0.47,0.325,0.963
0.839,0.464,0.979
0.613,0.423,0.481
0.398,0.748,0.606
0.349,0.576,0.644
0.662,0.374,0.551
0.604,0.67,0.963
0.682,0.899,0.708
0.617,0.417,0.592
0.708,0.854,0.914
0.311,0.742,0.19
0.786,0.241,0.732
0.617,0.602,0.614
0.367,0.23,0.198
0.716,0.952,0.72
0.686,0.516,0.319
0.329,0.682,0.317
0.574,0.896,0.731
0.446,0.947,0.653
0.657,0.901,0.621
0.582,0.395,0.226
0.656,0.74,0.748
0.843,0.833,0.972
0.673,0.89,0.881
0.443,0.784,0.525
0.765,0.745,0.757
0.588,0.628,0.186
0.806,0.599,0.507
0.634,0.292,0.408
0.801,0.71,0.0398
0.648,0.218,0.642
0.541,0.658,0.809
0.805,0.337,0.643
0.139,0.247,0.0365
0.579,0.355,0.196
0.972,0.681,0.456
0.688,0.698,0.329
0.81,0.578,0.204
0.665,0.839,0.581
0.585,0.43,0.416
0.416,0.883,0.788
0.698,0.461,0.22
0.525,0.144,0.321
0.807,0.457,0.607
0.528,0.465,0.482
0.556,0.564,0.532
0.358,0.557,0.163
0.75,0.617,0.704
0.672,0.474,0.224
0.738,0.723,0.427
0.773,0.781,0.813
0.877,0.633,0.823
0.724,0.441,0.675
0.457,0.759,0.559
0.364,0.72,0.393
0.863,0.723,0.816
0.427,0.938,0.502
0.559,0.971,0.933
0.731,0.843,0.662
0.0897,0.0458,0.0576
0.627,0.777,0.643
0.193,0.117,0.0766
0.389,0.872,0.222
0.66,0.702,0.696
0.49,0.79,0.477
0.809,0.693,0.385
0.752,0.726,0.968
0.761,0.424,0.751
0.956,0.379,0.586
0.715,0.898,0.892
0.436,0.678,0.194
0.664,0.833,0.895
0.504,0.588,0.712
0.463,0.909,0.699
0.369,0.84,0.328
0.276,0.769,0.261
0.658,0.439,0.565
0.547,0.759,0.772
0.836,0.854,0.773
0.807,0.528,0.608
0.565,0.0522,0.586
0.802,0.789,0.803
0.731,0.818,0.349
0.674,0.558,0.702
0.468,0.749,0.474
0.204,0.0597,0.0284
0.705,0.762,0.865
0.862,0.392,0.714
0.458,0.836,0.417
0.809,0.891,0.719
0.677,0.529,0.32
0.648,0.689,0.283
0.341,0.867,0.2
0.762,0.615,0.369
0.772,0.806,0.765
0.553,0.541,0.691
0.518,0.345,0.363
0.647,0.57,0.735
0.69,0.511,0.909
0.0895,0.00358,0.186
0.627,0.32,0.396
0.783,0.558,0.329
0.496,0.699,0.283
0.667,0.506,0.817
0.639,0.512,0.547
0.384,0.0137,0.0445
0.714,0.874,0.868
0.613,0.649,0.846
0.661,0.859,0.89
0.741,0.553,0.508
0.73,0.899,0.757
0.818,0.802,0.328
0.208,0.974,0.0795
0.129,0.00391,0.131
0.654,0.901,0.73
0.802,0.868,0.3
0.569,0.337,0.316
0.862,0.45,0.358
0.801,0.764,0.489
0.658,0.852,0.801
0.874,0.678,0.751
0.632,0.836,0.894
0.91,0.576,0.212
0.944,0.418,0.575
0.713,0.663,0.903
0.139,0.865,0.253
0.604,0.91,0.674
0.465,0.9,0.89
0.781,0.795,0.968
0.8,0.817,0.0944
0.427,0.283,0.185
0.813,0.55,0.35
0.275,0.893,0.236
0.505,0.822,0.395
0.707,0.299,0.48
0.701,0.607,0.317
0.341,0.301,0.106
0.805,0.602,0.463
0.317,0.958,0.422
0.723,0.666,0.527
0.55,0.664,0.273
0.546,0.344,0.0641
0.655,0.883,0.69
0.188,0.375,0.592
0.745,0.808,0.935
0.185,0.291,0.0304
0.594,0.118,0.57
0.805,0.863,0.524
0.26,0.985,0.299
0.763,0.604,0.812
0.207,0.953,0.2
0.805,0.475,0.764
0.534,0.909,0.455
0.761,0.747,0.297
0.65,0.146,0.68
0.611,0.603,0.466
0.534,0.974,0.87
0.805,0.81,0.686
0.377,0.415,0.79
0.334,0.484,0.484
0.781,0.523,0.862
0.826,0.643,0.693
0.465,0.453,0.272
0.772,0.519,0.625
0.58,0.46,0.762
0.567,0.806,0.384
0.682,0.443,0.543
0.609,0.923,0.968
0.591,0.51,0.671
0.755,0.428,0.458
0.52,0.461,0.264
0.813,0.167,0.297
0.691,0.625,0.574
0.473,0.798,0.604
0.304,0.938,0.377
0.221,0.0351,0.102
0.394,0.945,0.405
0.756,0.549,0.579
0.57,0.894,0.31
0.813,0.55,0.35
0.428,0.377,0.487
0.433,0.747,0.367
0.5,0.885,0.943
0.788,0.859,0.453
0.492,0.947,0.672
0.485,0.665,0.775
0.537,0.864,0.727
0.871,0.562,0.244
0.443,0.224,0.488
0.784,0.862,0.197
0.122,0.0822,0.0789
0.574,0.382,0.149
0.611,0.491,0.375
0.956,0.43,0.506
0.543,0.573,0.276
0.956,0.396,0.534
0.656,0.471,0.631
0.891,0.418,0.143
0.855,0.788,0.809
0.4,0.617,0.22
0.847,0.909,0.868
0.779,0.747,0.922
0.19,0.622,0.0723
0.499,0.782,0.517
0.647,0.889,0.952
0.679,0.949,0.788
0.609,0.798,0.768
0.666,0.973,0.871
0.201,0.265,0.253
0.667,0.846,0.573
0.454,0.672,0.735
0.376,0.911,0.553
0.857,0.867,0.918
0.394,0.484,0.359
0.595,0.937,0.679
0.436,0.771,0.23
0.334,0.262,0.145
0.8,0.559,0.538
0.67,0.531,0.395
0.713,0.927,0.965
0.654,0.976,0.78
0.696,0.68,0.9
0.69,0.877,0.931
0.907,0.766,0.875
0.838,0.541,0.764
0.469,0.974,0.136
0.473,0.774,0.114
0.741,0.703,0.537
0.671,0.912,0.93
0.797,0.711,0.712
0.619,0.891,0.602
0.628,0.215,0.481
0.373,0.977,0.544
0.34,0.371,0.62
0.729,0.514,0.198
0.694,0.47,0.287
0.536,0.946,0.109
0.907,0.766,0.875
0.149,0.861,0.315
0.766,0.753,0.867
0.794,0.698,0.776
0.44,0.904,0.546
0.619,0.698,0.439
0.679,0.54,0.449
0.551,0.924,0.585
0.354,0.461,0.216
0.52,0.958,0.581
0.627,0.673,0.499
0.27,0.863,0.527
0.662,0.712,0.977
0.412,0.864,0.153
0.466,0.55,0.747
0.639,0.902,0.77
0.383,0.599,0.547
0.528,0.945,0.692
0.135,0.000994,0.0389
0.868,0.493,0.885
0.786,0.819,0.775
0.521,0.952,0.897
0.743,0.897,0.92
0.116,0.507,0.287
0.523,0.973,0.931
0.577,0.614,0.517
0.528,0.159,0.194
0.745,0.553,0.373
0.497,0.468,0.285
0.448,0.702,0.349
0.87,0.455,0.961
0.793,0.776,0.87
0.747,0.887,0.697
0.523,0.978,0.375
0.412,0.964,0.232
0.855,0.531,0.661
0.363,0.662,0.139
0.641,0.87,0.587
0.764,0.718,0.679
0.536,0.878,0.353
0.764,0.507,0.809
0.632,0.532,0.614
0.816,0.477,0.791
0.835,0.768,0.36
0.671,0.813,0.151
0.197,0.672,0.295
0.595,0.644,0.607
0.645,0.416,0.603
0.595,0.911,0.713
0.834,0.767,0.746
0.467,0.827,0.411
0.912,0.65,0.965
0.641,0.477,0.46
0.761,0.877,0.731
0.434,0.843,0.89
0.634,0.928,0.302
0.653,0.467,0.866
0.805,0.888,0.721
0.123,0.0723,0.0364
0.565,0.809,0.147
0.615,0.448,0.232
0.721,0.754,0.963
0.548,0.865,0.516
0.868,0.631,0.914
0.592,0.541,0.701
0.797,0.69,0.0862
0.727,0.542,0.971
0.487,0.881,0.396
0.329,0.517,0.408
0.964,0.711,0.698
0.537,0.953,0.397
0.796,0.587,0.228
0.436,0.928,0.773
0.572,0.958,0.516
0.566,0.705,0.781
0.467,0.925,0.449
0.5,0.343,0.155
0.656,0.736,0.654
0.458,0.146,0.545
0.519,0.555,0.379
0.78,0.38,0.858
0.538,0.943,0.564
0.392,0.395,0.135
0.522,0.603,0.81
0.478,0.153,0.122
0.528,0.662,0.231
0.648,0.475,0.267
0.513,0.716,0.646
0.684,0.66,0.735
0.295,0.966,0.158
0.495,0.46,0.822
0.585,0.794,0.17
0.344,0.874,0.269
0.789,0.661,0.556
0.8,0.633,0.836
0.572,0.947,0.786
0.679,0.395,0.216
0.61,0.931,0.391
0.701,0.202,0.477
0.619,0.971,0.239
0.813,0.485,0.385
0.884,0.611,0.567
0.723,0.844,1
0.575,0.941,0.449
0.496,0.863,0.509
0.904,0.788,0.894
0.489,0.581,0.308
0.897,0.794,0.53
0.641,0.615,0.411
0.422,0.425,0.281
0.222,0.117,0.0883
0.286,0.941,0.639
0.261,0.458,0.388
0.462,0.531,0.833
0.259,0.651,0.656
0.901,0.795,0.747
0.515,0.486,0.56
0.421,0.969,0.321
0.764,0.818,0.961
0.68,0.556,0.5
0.601,0.527,0.284
0.441,0.714,0.349
0.381,0.746,0.263
0.342,0.431,0.0658
0.689,0.907,0.912
0.412,0.544,0.503
0.799,0.621,0.747
0.602,0.198,0.245
0.552,0.421,0.632
0.423,0.662,0.719
0.466,0.872,0.799
0.962,0.8,0.753
0.814,0.722,0.642
0.458,0.683,0.675
0.609,0.651,0.505
0.57,0.431,0.472
0.73,0.332,0.75
0.413,0.431,0.295
0.582,0.901,0.391
0.738,0.457,0.583
0.631,0.891,0.947
0.401,0.752,0.639
0.234,0.409,0.329
0.291,0.584,0.291
0.38,0.924,0.28
0.268,0.669,0.498
0.521,0.818,0.539
0.772,0.852,0.963
0.351,0.096,0.964
0.772,0.721,0.961
0.605,0.913,0.665
0.845,0.552,0.587
0.712,0.558,0.48
0.388,0.276,0.43
0.563,0.201,0.233
0.799,0.846,0.563
0.53,0.372,0.218
0.227,0.0872,0.19
0.519,0.88,0.529
0.46,0.756,0.384
0.496,0.934,0.268
0.273,0.67,0.178
0.52,0.151,0.186
0.951,0.795,0.897
0.447,0.0975,0.437
0.292,0.309,0.0957
0.466,0.476,0.856
0.635,0.976,0.71
0.173,0.872,0.39
0.869,0.91,0.791
0.753,0.671,0.707
0.808,0.944,0.576
0.359,0.0323,0.0728
0.384,0.343,0.305
0.463,0.157,0.526
0.433,0.414,0.432
0.345,0.958,0.147
0.435,0.55,0.301
0.523,0.534,0.507
0.234,0.342,0.175
0.387,0.983,0.443
0.828,0.937,0.732
0.887,0.408,0.555
0.91,0.752,0.714
0.657,0.416,0.454
0.564,0.336,0.255
0.552,0.682,0.75
0.517,0.522,0.422
0.69,0.452,0.612
0.513,0.222,0.393
0.447,0.649,0.276
0.585,0.345,0.176
0.515,0.801,0.854
0.622,0.846,0.914
0.446,0.323,0.242
0.743,0.463,0.811
0.747,0.814,0.704
0.394,0.94,0.712
0.523,0.714,0.656
0.317,0.562,0.218
0.448,0.346,0.302
0.672,0.934,0.948
0.535,0.246,0.227
0.718,0.758,0.676
0.629,0.233,0.2
0.425,0.79,0.297
0.555,0.199,0.265
0.489,0.914,0.545
0.469,0.253,0.115
0.348,0.204,0.174
0.553,0.558,0.173
0.55,0.542,0.641
0.798,0.827,0.813
0.514,0.867,0.596
0.438,0.455,0.148
0.316,0.757,0.113
0.892,0.656,0.93
0.878,0.739,0.824
0.809,0.72,0.622
0.717,0.7,0.499
0.796,0.73,0.762
0.706,0.619,0.967
0.898,0.46,0.468
0.567,0.711,0.507
0.743,0.906,0.875
0.599,0.946,0.653
0.913,0.658,0.723
0.559,0.386,0.256
0.528,0.559,0.539
0.87,0.396,0.728
0.599,0.634,0.54
0.556,0.913,0.73
0.843,0.634,0.613
0.682,0.716,0.694
0.799,0.799,0.882
0.631,0.863,0.497
0.821,0.753,0.749
0.347,0.901,0.528
0.517,0.334,0.0938
0.404,0.556,0.34
0.781,0.721,0.562
0.615,0.602,0.521
0.768,0.683,0.607
0.754,0.598,0.95
0.59,0.569,0.135
0.699,0.492,0.821
0.616,0.567,0.169
0.429,0.852,0.605
0.79,0.414,0.816
0.824,0.556,0.566
0.574,0.402,0.331
0.803,0.627,0.638
0.421,0.591,0.484
0.481,0.712,0.122
0.498,0.45,0.287
0.662,0.948,0.934
0.262,0.63,0.223
0.552,0.802,0.631
0.694,0.731,0.598
0.756,0.581,0.96
0.563,0.507,0.431
0.691,0.662,0.947
0.525,0.556,0.202
0.873,0.465,0.729
0.632,0.689,0.407
0.79,0.908,0.961
0.233,0.378,0.188
0.747,0.928,0.87
0.665,0.672,0.822
0.3,0.938,0.497
0.66,0.543,0.406
0.361,0.185,0.401
0.619,0.652,0.812
0.556,0.869,0.574
0.614,0.578,0.38
0.351,0.961,0.416
0.418,0.674,0.378
0.656,0.309,0.418
0.498,0.422,0.302
0.671,0.773,0.603
0.2,0.351,0.137
0.6,0.102,0.364
0.402,0.638,0.523
0.626,0.69,0.808
0.656,0.397,0.302
0.648,0.321,0.253
0.893,0.409,0.594
0.563,0.834,0.447
0.575,0.824,0.741
0.24,0.503,0.036
0.522,0.701,0.203
0.444,0.702,0.27
0.616,0.528,0.69
0.667,0.659,0.575
0.803,0.446,0.139
0.611,0.721,0.828
0.756,0.566,0.938
0.357,0.0364,0.0387
0.574,0.623,0.738
0.538,0.73,0.083
0.719,0.592,0.68
0.653,0.425,0.787
0.964,0.46,0.306
0.54,0.913,0.632
0.606,0.68,0.239
0.517,0.828,0.86
0.825,0.252,0.633
0.363,0.277,0.319
0.649,0.54,0.921
0.554,0.401,0.649
0.684,0.698,0.868
