id,name,artists,year,explicit,mode,acousticness,danceability,energy,duration_ms,instrumentalness,valence,popularity,tempo,liveness,loudness,speechiness,key
0DH1IROKoPK5XTglUt9Pq0,Schumacher,['Justrock'],0.0,0,1,0.0047799999999999995,0.643,0.998,0.3498595194085028,0.47600000000000003,0.639,0.0,0.5782479208810967,0.105,0.8542904877981977,0.0566,0.09090909090909091
0HVjPaxbyfFcg8Rh0plyo5,Mparmpaouzos,['Takis Nikolaou'],0.0,0,1,0.993,0.45299999999999996,0.41,0.2900221811460259,0.16,0.894,0.0,0.17965413576084513,0.292,0.7351757004738297,0.044000000000000004,0.18181818181818182
0Hn7LWy1YcKhPaA2NItG9K,To katinaki,['Aggeliki Karagianni'],0.0,0,1,0.9790000000000001,0.525,0.433,0.2932840418977203,0.111,0.792,0.0,0.42765228141155304,0.134,0.7089644216811372,0.0488,0.18181818181818182
0I6DjrEfd3fKFESHEjnelr,Oli mera paizei zaria,['Giorgos Katsaros'],0.0,0,1,0.972,0.528,0.325,0.3173789279112754,0.0234,0.146,0.0,0.5399247021802653,0.102,0.6793295171318232,0.0421,1.0
0KGiP9EW1xtojDHsTGARL5,El Africano - Remasterizado,['Francisco Canaro'],0.0,0,1,0.996,0.46799999999999997,0.5329999999999999,0.19378927911275415,0.87,0.728,0.0,0.6664348730051696,0.179,0.7205773602475964,0.0452,0.09090909090909091
0KNI2d7l3ByVHU0g2aW3P0,Vre ti magkas pou eimai ego,['Giorgos Katsaros'],0.0,0,1,0.75,0.528,0.456,0.31872581638940234,0.439,0.493,0.0,0.49957153292874806,0.102,0.6891073922927337,0.0371,0.18181818181818182
0LYNwxHYHPW256lO2phedM,Thelo na se lismoniso,['Amalia Vaka'],0.0,0,0,0.993,0.397,0.484,0.293275415896488,0.179,0.515,0.0,0.16710918183861542,0.327,0.6962011448604529,0.0498,0.45454545454545453
0MwMyEO5AxYpghTU6gB85H,On a Ragga Trip,['Ron van der Kraan'],0.0,0,1,0.0239,0.7440000000000001,0.428,0.24104251386321626,3.07e-05,0.578,0.1951219512195122,0.6905835581029445,0.106,0.44452356823970857,0.0376,0.8181818181818182
0OM9aSti0UOwN9yuz1m85y,Sirtó prevezániko,"[""Vasílis Besíris 'Tourkovasílis'""]",0.0,0,1,0.9390000000000001,0.465,0.611,0.23189155884165127,0.8859999999999999,0.8029999999999999,0.0,0.36127500561924014,0.145,0.7014324450165703,0.0469,0.18181818181818182
0RdLX7r5HrPOGQabZIjCfi,Big Rip,['Tr0ma'],0.0,0,1,0.0808,0.389,0.81,0.9293813924830561,0.9179999999999999,0.071,0.0,0.8402730950775454,0.332,0.7170167894607105,0.109,0.09090909090909091
0Rfu6umKtRBny2reKydNph,Sweet Reggae Music,['Ron van der Kraan'],0.0,0,0,0.0105,0.763,0.363,0.3748194701170672,0.0,0.447,0.024390243902439025,0.32530484378512026,0.0956,0.4455095724576154,0.16899999999999998,0.9090909090909091
0TIfXVGqyiOTuWkuxEzQzc,True House Music - Original Massive Mix,['Oscar Velazquez'],0.0,0,1,1.1599999999999999e-05,0.568,0.7290000000000001,0.4511645101663586,0.912,0.175,0.07317073170731707,0.620174477410654,0.0613,0.7947741776450932,0.0312,0.18181818181818182
0TT2zA8fatUuvTnPABz3lS,Taro Yard Slaughter House,['Jodoli'],0.0,0,1,0.25,0.521,0.7759999999999999,0.1506814540973506,0.00088,0.5670000000000001,0.0,0.8294068891885817,0.175,0.8050176659089041,0.268,0.09090909090909091
0UYplqEm5qa4hkEo64C0TW,"I photoúla, beráti",['Athanasía Alexandropoúlou'],0.0,0,0,0.9590000000000001,0.603,0.37200000000000005,0.2398102279728897,0.0129,0.9009999999999999,0.0,0.5384426275567543,0.174,0.675002054175454,0.0741,0.7272727272727273
0UztrUuVBPMn7cEys3LWQ4,Serenade of the Bells,['Dick Haymes'],0.0,0,1,0.9840000000000001,0.26899999999999996,0.255,0.19843869377695625,0.00263,0.154,0.0,0.26334569566194654,0.17800000000000002,0.7742872011174714,0.0536,0.0
0XGoQAeP51ySJbtqXhuJrl,Comme à l'époque,['ST'],0.0,1,1,0.381,0.9359999999999999,0.37200000000000005,0.17984719654959952,0.0,0.222,0.0,0.6416680714767363,0.083,0.7032675084221193,0.455,0.0
0YCVsd1quXrjZWIiROp1vw,Aidiniko,['Manolis Karapiperis'],0.0,0,1,0.9840000000000001,0.58,0.42200000000000004,0.3048589032655576,0.7879999999999999,0.6679999999999999,0.0,0.4837322993931221,0.34700000000000003,0.6783982909260222,0.0385,0.7272727272727273
0YHjhp3fj1IgLFtDsw8v3M,Bou Dou Ba Da Bouh,['Félix Mayol'],0.0,0,1,0.9440000000000001,0.6559999999999999,0.292,0.18611583487369068,0.0,0.723,0.0,0.6014764553832321,0.23399999999999999,0.6495028895401385,0.126,0.09090909090909091
0Yt4hib6XmdB0YOkVl3QoL,Day After - Original Mix,['Meetya'],0.0,0,0,0.0323,0.6970000000000001,0.617,0.577751078250154,0.902,0.321,0.0,0.6482355585524837,0.149,0.7614417572786284,0.0609,1.0
0Z6sMDs4BqsNshmprUBWGT,Oh Maurice,['Maurice Chevalier'],0.0,0,1,0.996,0.613,0.27399999999999997,0.1946592729513247,0.428,0.769,0.0,0.16194650483254663,0.172,0.6142532387499657,0.225,0.7272727272727273
0aeTGPtEdNsqGDn3cqcS7l,Jesus Paid It All,['David Daniells'],0.0,0,1,0.0397,0.369,0.321,0.1747788046826864,0.0,0.303,0.0,0.18679057091481227,0.309,0.6815480266221139,0.0278,1.0
0bq1lNI8OPhdRQYZZSSnQk,Voodoo Doll,"[""The Swingin' Bachelors""]",0.0,0,0,0.021,0.5589999999999999,0.83,0.3304078866296981,0.146,0.35200000000000004,0.0,0.46511856596988094,0.187,0.8061953931691818,0.0546,1.0
0cU0Kxxk3w3HNDhv8m0cLf,Dancehall Good To Me,['Ron van der Kraan'],0.0,0,1,0.0039700000000000004,0.6409999999999999,0.292,0.292667898952557,0.000121,0.752,0.024390243902439025,0.9712365138233311,0.35600000000000004,0.3928131248117005,0.0571,0.7272727272727273
0e0zhCKclqwgJgA7Tjg2ca,Penticton Kitty,"[""The Swingin' Bachelors""]",0.0,0,1,0.79,0.745,0.7909999999999999,0.29679112754158965,0.0,0.6579999999999999,0.0,0.5512123510901324,0.102,0.7868039768836789,0.0595,0.6363636363636364
0gIniSwikXODTBupqYPCI1,Sweat (A La La La La Long),['Ron van der Kraan'],0.0,0,1,0.00744,0.737,0.32799999999999996,0.25328404189772025,1.64e-06,0.7979999999999999,0.0,0.9154515059563947,0.0765,0.5069978910465338,0.0526,0.0
0gmSdjhXEjlLVJh32Ii6Az,Headbanger - Original Mix,['Meetya'],0.0,0,1,0.0017399999999999998,0.602,0.5920000000000001,0.5865717806531116,0.898,0.396,0.0,0.6483057990559677,0.10800000000000001,0.7364903727643723,0.0439,0.09090909090909091
0h3qkb5rHEVsQm9JeySob5,Kexirr,['biex'],0.0,0,0,0.31,0.639,0.552,0.1969599507085644,0.855,0.764,0.0,0.6058805349516745,0.135,0.6536386294541371,0.0374,1.0
0lqEx4vktZP1y9hnwfF27Y,Kansas City Man Blues - 78rpm Version,"['Mamie Smith', 'The Harlem Trio']",0.0,0,1,0.995,0.48200000000000004,0.22899999999999998,0.2191410967344424,6.05e-05,0.461,0.0975609756097561,0.24962070128118677,0.5489999999999999,0.6762893374599436,0.0812,0.6363636363636364
0ojvOshbJWnvrcPRgLVtg2,Ca N'vaut Pas L'amour,['Esther Lekain'],0.0,0,1,0.986,0.6409999999999999,0.16899999999999998,0.19592483056069007,0.0,0.687,0.0,0.5236780737244324,0.0706,0.6620470543123989,0.13,0.6363636363636364
0sj3QeaCpacCfxL4c5TQBl,Mean Man,['Mamie Smith & Her Jazz Hounds'],0.0,0,0,0.995,0.534,0.191,0.19247443006777573,0.0982,0.605,0.0,0.1992371881321645,0.805,0.6688943058256415,0.0508,0.6363636363636364
0tOhG2JieOnLL8XSCdoKcE,#NOHOOK,"['Broke God', 'Pcxix']",0.0,1,1,0.083,0.84,0.7240000000000001,0.2581983980283426,0.0,0.59,0.0,0.4805223083839064,0.184,0.8714907835994631,0.251,0.09090909090909091
0vhLeFi24U1oYB0odNNVV3,Brusque - Original Mix,['Two Charming Men'],0.0,0,0,0.000103,0.779,0.7240000000000001,0.43727418361059767,0.887,0.226,0.0,0.6062457855697909,0.12300000000000001,0.819972063213826,0.0482,1.0
0w1niwodVUkILevvugjgNa,Quantum Fluctuation,['Tr0ma'],0.0,0,1,1.75e-05,0.49,0.922,0.5355625385089341,0.855,0.264,0.0,0.8172833782872555,0.12300000000000001,0.694311303442798,0.0771,0.09090909090909091
0xKe1lGyWBuk3lx3JIUUUx,Cloud 9,"[""The Swingin' Bachelors""]",0.0,0,0,0.147,0.603,0.7190000000000001,0.2654097350585336,0.0,0.6970000000000001,0.0,0.35342211732973705,0.111,0.8722576757689463,0.0271,0.0
11rj3RWlVnnxW0EL7jwN8R,Big Jim and the Twins,"[""The Swingin' Bachelors""]",0.0,0,1,0.36700000000000005,0.716,0.836,0.30076771410967346,5.81e-06,0.635,0.0,0.45159024499887607,0.191,0.8548656569253101,0.0451,0.8181818181818182
12EoJ4NTFAwRDsV0TeiSqD,YP,"['ST', '98', 'Niklas O']",0.0,1,1,0.6890000000000001,0.69,0.324,0.1533222427603204,0.0,0.265,0.0,0.6204343672735446,0.282,0.6453671496261401,0.0726,0.8181818181818182
13Cp2OYw0AXbb39kj4vony,"Neráida, tsámiko",['Aryiró Yiannopoúlou'],0.0,0,0,0.983,0.5529999999999999,0.375,0.22609118915588416,0.223,0.5920000000000001,0.0,0.4805925488873903,0.408,0.7729725288269288,0.0336,0.0
13GPrQSJCYQ0UubGg9IwZ0,Ntourou Ntourou,['Marika Papagkika'],0.0,0,1,0.9640000000000001,0.23,0.396,0.2602834257547751,0.0742,0.7040000000000001,0.0,0.19807119577433133,0.27399999999999997,0.7869683109199966,0.0363,0.45454545454545453
14YYUaft0fQCYn7IqL4FYV,Indios Cheroqui (Live) [feat. Ariel Flores & Sam Nacht],"['Gustavo Obligado', 'Ariel Flores', 'Sam Nacht']",0.0,1,1,0.365,0.565,0.255,0.13349722735674677,0.00028700000000000004,0.725,0.0,0.3710454596538547,0.321,0.18260250335515318,0.048,0.9090909090909091
16WOPztTggX5a2wdkG4zWL,Zeet Zoot Zeet Zoot Zeet,['Jodoli'],0.0,0,1,0.021,0.8140000000000001,0.705,0.1848354898336414,0.821,0.672,0.0,0.4727537086985839,0.209,0.779189833200953,0.0622,0.7272727272727273
16p8aoTTQ08SkJtx1VATFD,"Vrísi mou malamaténia, kalamatianó",['Aryiró Yiannopoúlou'],0.0,0,0,0.963,0.498,0.336,0.20698213185459027,0.14300000000000002,0.905,0.0,0.1253792987188132,0.19899999999999998,0.7042261236339733,0.04,0.5454545454545454
17hxoQSZt46mkZGHtVt9yV,L'oeil Assassin,['Maurice Chevalier'],0.0,0,1,0.9940000000000001,0.48700000000000004,0.298,0.21072828096118298,0.0,0.738,0.0,0.40946701505956384,0.133,0.5524362520884117,0.098,0.5454545454545454
1Bn6okAC9ntFOhKnsJPZkG,Playground Sparks,['No.Losiento'],0.0,0,1,0.435,0.68,0.9390000000000001,0.08444731977818853,0.879,0.924,0.0,0.999269498763767,0.0924,0.8724220098052642,0.0649,0.5454545454545454
1DfwOz5apF0w2d8hccSkhH,Frankie Blues,['Mamie Smith & Her Jazz Hounds'],0.0,0,0,0.996,0.575,0.247,0.19347627849661123,0.0684,0.841,0.0,0.6259131265452911,0.36200000000000004,0.6580756484347183,0.04,0.8181818181818182
1GrSchVEDloSplofxpQX6h,Toute Petite,['Mistinguett'],0.0,0,1,0.938,0.368,0.275,0.2590178681454097,0.0,0.611,0.0,0.31528152393796355,0.588,0.5416449837035413,0.052000000000000005,0.7272727272727273
1Gt8Mf423GHyuXIRHM1ymX,Jitterbug Jive,"[""The Swingin' Bachelors""]",0.0,0,1,0.73,0.72,0.718,0.23428958718422674,3.11e-06,0.885,0.0,0.5851876826253091,0.319,0.8173153296266878,0.0336,0.0
1HAK7hlSD1szWBiaC7PO7A,The Darktown Flappers' Ball,['Mamie Smith & Her Jazz Hounds'],0.0,0,1,0.996,0.679,0.182,0.19104497843499693,0.6679999999999999,0.754,0.0,0.5767377500561923,0.47,0.6455588726685109,0.0693,0.9090909090909091
1IXmlA1rKwIBqsxKE9PO2A,Le Gri Gri D'amour,['Mistinguett'],0.0,0,1,0.9890000000000001,0.623,0.33899999999999997,0.1975354282193469,0.0,0.701,0.0,0.5603506405933918,0.155,0.6064473720248692,0.121,0.6363636363636364
1KU6CRh6ctSo1uCupMAnA4,Pillbox,['No.Losiento'],0.0,0,1,0.336,0.652,0.647,0.20799876771410966,0.321,0.0724,0.0,0.493994436952124,0.094,0.8172057736024759,0.0337,0.45454545454545453
1NLQkLXi6eKvHriBSo1pMv,Mpraila,['Marika Paragkika'],0.0,0,1,0.934,0.306,0.498,0.2731312384473198,0.00198,0.795,0.0,0.6247049898853675,0.22699999999999998,0.7389006052970337,0.0367,0.36363636363636365
1QI5WTvnpNV5vJJQU4DPX1,El Baccarat - Remasterizado,['Francisco Canaro'],0.0,0,1,0.996,0.369,0.285,0.1825335797905114,0.938,0.635,0.0,0.6171611598111935,0.193,0.5693626578291473,0.0528,0.6363636363636364
1QS0MyTMZPosdthxhALOhT,Argilamas kai psarades,['Amalia Vaka'],0.0,0,0,0.995,0.287,0.621,0.24220948860135552,0.784,0.5589999999999999,0.0,0.25176303663744654,0.151,0.7249322122100188,0.0394,0.2727272727272727
1X21kzrq3Fi1cGNaV8nTXa,Les Petits Païens,['Georgel'],0.0,0,1,0.995,0.716,0.25,0.17617498459642636,0.0,0.8809999999999999,0.0,0.6793029332434255,0.188,0.6677165785653637,0.0726,0.36363636363636365
1bkvm3Ij45rYHplMYoegjX,Samiótissa,['Ánna Khrisáfi'],0.0,0,1,0.972,0.632,0.42200000000000004,0.23534195933456561,0.0109,0.946,0.0,0.5563890761968983,0.0494,0.7279450028758456,0.0597,0.18181818181818182
1bzr8IhTopsIKToYnjIyTS,Airplanes,['Konbeatz'],0.0,0,0,0.21899999999999997,0.609,0.322,0.280358595194085,0.848,0.292,0.0,0.7891520566419419,0.12300000000000001,0.6729478787214812,0.0359,0.09090909090909091
1ierpLZZSofFzKqDzh28yj,Brusque - Etnik Remix,['Two Charming Men'],0.0,0,0,0.16699999999999998,0.828,0.467,0.4002871226124461,0.9329999999999999,0.44299999999999995,0.0,0.6062036412677005,0.0741,0.6406562405850291,0.122,1.0
1pIFwQpzFwcWtFIZXuu2FX,Breakup Sext,['No.Losiento'],0.0,0,0,0.008459999999999999,0.831,0.586,0.16574245224892176,0.789,0.32799999999999996,0.0,0.33903686221622836,0.0825,0.8422393251348909,0.12,0.45454545454545453
1spKxUCvNzw1ZmZLPotE1k,Beat Up Scratched Up,"[""The Swingin' Bachelors""]",0.0,0,1,0.52,0.7070000000000001,0.324,0.3190215650030807,0.000558,0.527,0.0,0.4371698696336254,0.193,0.7453370217194818,0.0253,0.45454545454545453
1vRn5VowmIoCNOyuy9GIm6,Big White - Radio Edit,['Gianni Negro'],0.0,0,1,0.0403,0.6659999999999999,0.914,0.2922316697473814,0.731,0.759,0.0,0.5993060238255787,0.0982,0.9094245569828271,0.0305,0.6363636363636364
1xmJl2HjAyebReR7s83yJo,Trap em Casa,['srlil'],0.0,1,0,0.0828,0.8540000000000001,0.555,0.0706223043746149,0.315,0.5429999999999999,0.0,0.2761926837491571,0.0883,0.7898167675495056,0.0747,0.9090909090909091
1z8wyVUlZC7K2RdPRe70BE,Nugget,['LolCat'],0.0,0,0,0.7759999999999999,0.792,0.532,0.13446703635243376,0.0,0.545,0.024390243902439025,0.5669040795684422,0.16,0.5984497822574019,0.32799999999999996,0.18181818181818182
1zpPyaMsJIqc0umXBfOkH8,Wock(y),['Raff'],0.0,1,1,0.214,0.89,0.413,0.12033148490449784,0.0,0.308,0.0,0.3567515171948752,0.139,0.7586206896551724,0.226,0.09090909090909091
21V3Z1zsHv6XVLj4t7x9by,Raindrops Droptops!,['LOU Rice!'],0.0,1,0,0.0786,0.792,0.266,0.24700431300061615,2.45e-06,0.377,0.0,0.2760311305911441,0.0916,0.5491221823560023,0.0925,0.7272727272727273
21h1Sraq1TC2AuWgdG5Z5W,Adieu,['Dick Haymes'],0.0,0,0,0.993,0.257,0.284,0.20113370301910044,0.0518,0.134,0.0,0.2558861541919532,0.35100000000000003,0.7668921694831694,0.0322,0.6363636363636364
23AaYEj5iOKOIzfnzbA6Nu,Gold Digger,"[""The Swingin' Bachelors""]",0.0,0,1,0.22899999999999998,0.747,0.708,0.3070770178681454,0.0,0.635,0.0,0.49290570914812315,0.136,0.862315466571718,0.0297,0.8181818181818182
24pfUpoUsOo4XyPaHgPDBu,Eurodance (Live) [feat. Ariel Flores & Sam Nacht],"['Gustavo Obligado', 'Ariel Flores', 'Sam Nacht']",0.0,1,1,0.6459999999999999,0.439,0.32,0.33251139864448553,0.873,0.601,0.0,0.47128568217576977,0.647,0.25945605433978797,0.0675,0.09090909090909091
28csnSz7AHcGYYxufDVL7G,Lilas Blanc,['Félix Mayol'],0.0,0,1,0.988,0.5770000000000001,0.147,0.18831792975970424,0.0,0.621,0.0,0.3921386828500787,0.40399999999999997,0.5731423406644572,0.121,0.09090909090909091
2AWOgskypXnjLItNjzE6l5,Mean Daddy Blues,['Mamie Smith & Her Jazz Hounds'],0.0,0,1,0.996,0.551,0.19699999999999998,0.1911275415896488,0.00021099999999999998,0.847,0.0,0.6054309957293772,0.155,0.6630330585303058,0.0453,0.18181818181818182
2HH1UNGftpz0IMfHqfJaSD,"I stroumpoúlo, tsámiko",['Khrisóstomos Theodosópoulos'],0.0,0,0,0.9590000000000001,0.478,0.386,0.23322242760320394,0.00182,0.929,0.0,0.40915093279388626,0.132,0.6719618745035741,0.0445,0.5454545454545454
2Jd26bWgOlF9hVWTYhKlGM,Sti filaki me valane,['Marika Papagkika'],0.0,0,1,0.932,0.382,0.49200000000000005,0.26029944547134937,0.0137,0.64,0.0,0.3289433018655878,0.157,0.7940072854756101,0.0345,0.09090909090909091
2MZtBkCQLoEfpWl8dXuNfE,Je Suis Le Petit Jeune Homme Que Vous Cherchez,['Fortugé'],0.0,0,1,0.99,0.509,0.306,0.2239063462723352,0.0,0.7,0.0,0.5994394807821982,0.37200000000000005,0.5989975623784612,0.166,0.6363636363636364
2PCiNuXDp5StM7fEmSLhPq,Sin Safari (Live),['Gustavo Obligado'],0.0,1,0,0.7609999999999999,0.0735,0.0888,0.32203696857670977,0.97,0.0224,0.0,0.2706507080242751,0.105,0.2575662129221331,0.0446,0.45454545454545453
2SQPbZQWoI1EVWh0YN3zXO,I'll See You in C U B A,['South Shore Singers'],0.0,0,1,0.71,0.326,0.401,0.2462550831792976,0.0,0.201,0.0,0.7540599011013711,0.0903,0.6893265043411574,0.0467,0.6363636363636364
2XVujD5mP2bMSXLkpqeWKU,Argilamas kai psarades,['Amalia Vaka'],0.0,0,0,0.995,0.287,0.621,0.24220948860135552,0.784,0.5589999999999999,0.0,0.25176303663744654,0.151,0.7249322122100188,0.0394,0.2727272727272727
2YhYGZJExSEpVb42iP8QYy,My Little Bimbo,['South Shore Singers'],0.0,0,0,0.855,0.69,0.419,0.227939617991374,0.0,0.815,0.0,0.4096215441672286,0.163,0.6263591794253786,0.0322,0.45454545454545453
2ZZ4rkQvNDkQt86sdwd398,Sti filaki me valane,['Marika Papagkika'],0.0,0,1,0.932,0.382,0.49200000000000005,0.26029944547134937,0.0137,0.64,0.0,0.3289433018655878,0.157,0.7940072854756101,0.0345,0.09090909090909091
2cCJbwvd4EHPa7rNvoVCvL,High Asf,['696'],0.0,1,0,0.0124,0.7609999999999999,0.56,0.1328170055452865,0.00014199999999999998,0.33,0.024390243902439025,0.5150525398966059,0.0835,0.7204130262112788,0.0788,0.45454545454545453
2e9fGpMVXdp8vj5YpSxd0B,Head Off,['Justrock'],0.0,0,0,0.0123,0.526,0.9329999999999999,0.3253210104744301,0.455,0.335,0.0,0.5855599572937739,0.11,0.8615485744022349,0.23600000000000002,0.0
2gUkW0vlRnpcX57aESZWHQ,Radar,"['ST', '1920Johnny', 'Niklas O', 'Yahziz', 'Kaizoku']",0.0,1,0,0.11699999999999999,0.8420000000000001,0.382,0.2554935304990758,0.0,0.493,0.0,0.6763177118453584,0.0882,0.7228780367560461,0.509,0.2727272727272727
2gzzgyvxUNjF1Q6B2zjjef,Four,"['ST', '1920Johnny', '98', 'Barracuda', 'Niklas O']",0.0,1,1,0.434,0.685,0.45799999999999996,0.27609611829944547,1.45e-06,0.456,0.0,0.7606554843785119,0.304,0.7780668839527813,0.26,0.8181818181818182
2ijTs6mInatQG5cbElWaP3,Tierrita - Remasterizado,['Francisco Canaro'],0.0,0,1,0.996,0.433,0.322,0.15841404805914971,0.983,0.763,0.0,0.6449553270397841,0.21600000000000003,0.581578154528772,0.0414,0.8181818181818182
2jLH2nQ5GtKFcPaKkIPdPs,Brusque - Dynasty Remix,['Two Charming Men'],0.0,0,0,0.000181,0.7390000000000001,0.738,0.388181146025878,0.89,0.23600000000000002,0.0,0.6062457855697909,0.125,0.8176713867053764,0.10099999999999999,0.09090909090909091
2lPgRiJE3LXsi9ABxNNVnV,Descuernacabras (Live),['Gustavo Obligado'],0.0,1,0,0.983,0.212,0.0148,0.5315255699322243,0.727,0.0399,0.0,0.24612272420768708,0.6990000000000001,0.11295226096244973,0.0434,0.18181818181818182
2lTl3eUKAGNFq5crR0a9Bk,The Logo,['Jodoli'],0.0,0,0,0.0067599999999999995,0.79,0.43799999999999994,0.19391373998767714,0.000177,0.382,0.0,0.8663112497190381,0.182,0.8099202979923857,0.205,0.09090909090909091
2oRDv2SU6nuFQKYWEoyTUY,Du Gris,['Berthe Sylva'],0.0,0,1,0.9940000000000001,0.446,0.10300000000000001,0.2007714109673444,0.00041900000000000005,0.373,0.0,0.5616641380085413,0.43200000000000005,0.5869737887212072,0.0509,0.09090909090909091
2tvg1EATUx6VKS5ybpvhRa,Bien Chapeautée,['Bonheur Alice'],0.0,0,0,0.995,0.42700000000000005,0.147,0.2169229821318546,0.0,0.552,0.0,0.3142068442346595,0.39899999999999997,0.5268275314288844,0.0768,0.45454545454545453
2tx8aZ0Ow7wBMBZJO2EFk8,The Girl That I Marry,['Dick Haymes'],0.0,0,1,0.985,0.185,0.151,0.20055822550831792,0.7979999999999999,0.135,0.0,0.3318934030119127,0.151,0.5337843389663389,0.0391,0.6363636363636364
2yNQVRy7nlVepnqxgerxH2,Locura,['Zheiko'],0.0,0,1,0.0462,0.804,0.662,0.289090573012939,0.0516,0.337,0.0,0.6202868622162282,0.105,0.8037851606365205,0.0816,0.09090909090909091
2yz9R2XjQ7v5uj8N4bzrz3,Born Up - Original Mix,['Aaron Beta'],0.0,0,1,0.0050799999999999994,0.48700000000000004,0.7090000000000001,0.35438324091189155,0.863,0.392,0.0,0.6067023488424365,0.0634,0.7787242200980526,0.19399999999999998,0.09090909090909091
2zDLChc7oaaMRCWXL6GGtB,A Flower's Theme,['No.Losiento'],0.0,0,0,0.253,0.604,0.782,0.15959334565619224,0.914,0.848,0.0,0.3605304562823106,0.102,0.8066610062720823,0.0514,0.7272727272727273
344JRi2uvqmVOs2S1kF7Lm,Twice My Age,['Claudia Robine'],0.0,0,1,0.0313,0.8009999999999999,0.23,0.2743475046210721,6.07e-06,0.6659999999999999,0.0,1.0,0.0601,0.45019309249267336,0.2,0.0
34quhtd2AfsCt4NUxC5WwU,Dem Knock-Out Blues,['Mamie Smith & Her Jazz Hounds'],0.0,0,1,0.995,0.5479999999999999,0.242,0.17707948243992605,0.0033299999999999996,0.7120000000000001,0.0,0.7139736457630929,0.44299999999999995,0.688806113226151,0.0647,0.2727272727272727
